,sky_transmission
0.5,0.7219612296016352
0.5001,0.7219784875396711
0.5002,0.7219957454777068
0.5003,0.7220130034157427
0.5004,0.7220302613537785
0.5005,0.7220461927519891
0.5005999999999999,0.7220332764563233
0.5006999999999999,0.7220203601606575
0.5007999999999999,0.7220074438649917
0.5008999999999999,0.7219945275693259
0.5009999999999999,0.7219816112736601
0.5010999999999999,0.7219686949779944
0.5011999999999999,0.7219052098506351
0.5012999999999999,0.7217120186799425
0.5013999999999998,0.7215188275092499
0.5014999999999998,0.7213256363385573
0.5015999999999998,0.7211324451678647
0.5016999999999998,0.7209392539971722
0.5017999999999998,0.7207460628264796
0.5018999999999998,0.7207152314209382
0.5019999999999998,0.7208416984933128
0.5020999999999998,0.7209681655656873
0.5021999999999998,0.7210946326380618
0.5022999999999997,0.7212210997104365
0.5023999999999997,0.721347566782811
0.5024999999999997,0.7214740338551855
0.5025999999999997,0.7212292580318933
0.5026999999999997,0.7208444921531325
0.5027999999999997,0.7204597262743718
0.5028999999999997,0.720074960395611
0.5029999999999997,0.7196901945168503
0.5030999999999997,0.7193054286380896
0.5031999999999996,0.7189206627593289
0.5032999999999996,0.717404718738676
0.5033999999999996,0.7158104757627483
0.5034999999999996,0.7142162327868207
0.5035999999999996,0.7126219898108931
0.5036999999999996,0.7110277468349655
0.5037999999999996,0.7094335038590378
0.5038999999999996,0.7081923672269811
0.5039999999999996,0.7092103271880618
0.5040999999999995,0.7102282871491423
0.5041999999999995,0.711246247110223
0.5042999999999995,0.7122642070713036
0.5043999999999995,0.7132821670323842
0.5044999999999995,0.7143001269934648
0.5045999999999995,0.7153130242905418
0.5046999999999995,0.7163154498394013
0.5047999999999995,0.717317875388261
0.5048999999999995,0.7183203009371205
0.5049999999999994,0.7193227264859801
0.5050999999999994,0.7203251520348396
0.5051999999999994,0.7213275775836993
0.5052999999999994,0.7215270890563152
0.5053999999999994,0.7209471761495706
0.5054999999999994,0.7203672632428259
0.5055999999999994,0.7197873503360811
0.5056999999999994,0.7192074374293363
0.5057999999999994,0.7186275245225916
0.5058999999999994,0.7180476116158468
0.5059999999999993,0.7182833229580075
0.5060999999999993,0.7189033324533075
0.5061999999999993,0.7195233419486076
0.5062999999999993,0.7201433514439075
0.5063999999999993,0.7207633609392076
0.5064999999999993,0.7213833704345075
0.5065999999999993,0.7220033799298076
0.5066999999999993,0.7222022130394767
0.5067999999999993,0.7223224953206084
0.5068999999999992,0.7224427776017402
0.5069999999999992,0.7225630598828721
0.5070999999999992,0.7226833421640038
0.5071999999999992,0.7228036244451356
0.5072999999999992,0.7229239067262674
0.5073999999999992,0.7228396730606921
0.5074999999999992,0.722754753047965
0.5075999999999992,0.722669833035238
0.5076999999999992,0.722584913022511
0.5077999999999991,0.722499993009784
0.5078999999999991,0.722415072997057
0.5079999999999991,0.7224257343719822
0.5080999999999991,0.7230175140783798
0.5081999999999991,0.7236092937847775
0.5082999999999991,0.724201073491175
