,sky_transmission
0.5,0.6807913607776878
0.5001,0.6808282185333983
0.5002,0.6808650762891088
0.5003,0.6809019340448192
0.5004,0.6809387918005297
0.5005,0.6809767671642967
0.5005999999999999,0.6810390466721773
0.5006999999999999,0.681101326180058
0.5007999999999999,0.6811636056879387
0.5008999999999999,0.6812258851958194
0.5009999999999999,0.6812881647037
0.5010999999999999,0.6813504442115808
0.5011999999999999,0.681400601992253
0.5012999999999999,0.6814196682641458
0.5013999999999998,0.6814387345360386
0.5014999999999998,0.6814578008079315
0.5015999999999998,0.6814768670798244
0.5016999999999998,0.6814959333517171
0.5017999999999998,0.68151499962361
0.5018999999999998,0.6815604432899612
0.5019999999999998,0.6816314420807355
0.5020999999999998,0.6817024408715096
0.5021999999999998,0.6817734396622837
0.5022999999999997,0.6818444384530579
0.5023999999999997,0.681915437243832
0.5024999999999997,0.6819864360346062
0.5025999999999997,0.6819940574890383
0.5026999999999997,0.6819777803128608
0.5027999999999997,0.6819615031366835
0.5028999999999997,0.6819452259605061
0.5029999999999997,0.6819289487843286
0.5030999999999997,0.6819126716081513
0.5031999999999996,0.6818963944319738
0.5032999999999996,0.6816569605237778
0.5033999999999996,0.6814020799424784
0.5034999999999996,0.6811471993611788
0.5035999999999996,0.6808923187798794
0.5036999999999996,0.6806374381985799
0.5037999999999996,0.6803825576172805
0.5038999999999996,0.6802019653097752
0.5039999999999996,0.6804966530111156
0.5040999999999995,0.680791340712456
0.5041999999999995,0.6810860284137964
0.5042999999999995,0.6813807161151367
0.5043999999999995,0.6816754038164772
0.5044999999999995,0.6819700915178176
0.5045999999999995,0.6822697433208798
0.5046999999999995,0.6825796630033268
0.5047999999999995,0.6828895826857739
0.5048999999999995,0.683199502368221
0.5049999999999994,0.6835094220506681
0.5050999999999994,0.6838193417331152
0.5051999999999994,0.6841292614155623
0.5052999999999994,0.6842836344577418
0.5053999999999994,0.6842870114629365
0.5054999999999994,0.6842903884681311
0.5055999999999994,0.6842937654733257
0.5056999999999994,0.6842971424785202
0.5057999999999994,0.6843005194837148
0.5058999999999994,0.6843038964889094
0.5059999999999993,0.6844856394970632
0.5060999999999993,0.6847514233188785
0.5061999999999993,0.6850172071406938
0.5062999999999993,0.6852829909625091
0.5063999999999993,0.6855487747843243
0.5064999999999993,0.6858145586061396
0.5065999999999993,0.6860803424279549
0.5066999999999993,0.6862697710539925
0.5067999999999993,0.6864449591762978
0.5068999999999992,0.6866201472986032
0.5069999999999992,0.6867953354209085
0.5070999999999992,0.6869705235432139
0.5071999999999992,0.6871457116655192
0.5072999999999992,0.6873208997878245
0.5073999999999992,0.6874581034237168
0.5074999999999992,0.6875951795852263
0.5075999999999992,0.6877322557467359
0.5076999999999992,0.6878693319082454
