jd,lc,lcError,airmass,pwv
2458687.8060792824,0.9937267294337871,0.0025159293767846,1.3509042263031006,2.176948542707404
2458687.806605324,1.0021104130261569,0.0025450629344153,1.3516433238983154,2.185056844991701
2458687.807133218,0.996725388761294,0.0025215614343506,1.352393388748169,2.1929904697005633
2458687.807659028,1.0028947297438295,0.0025688067479378,1.3531492948532104,2.2007089422926507
2458687.8081869213,0.9977628643109892,0.0025604881698739,1.353915810585022,2.2081721283714453
2458687.808712732,1.000722350662368,0.0025466985461344,1.3546873331069946,2.2153414092470385
2458687.809241435,0.9967066919452688,0.0025487859879475,1.3554704189300537,2.2221802031262228
2458687.809766435,1.0033842652785794,0.0025141880695304,1.356257438659668,2.2286546274844525
2458687.8102944447,0.9979385571037238,0.0025085513685014,1.3570564985275269,2.234733909908463
2458687.810823843,0.9990482786644932,0.0025447146968913,1.3578653335571291,2.2403911252849142
2458687.811349537,1.0000085204047369,0.0025422888079124,1.3586773872375488,2.2456037365574537
2458687.8118775464,0.996015589080173,0.0024747781845767,1.3595017194747925,2.250354005036045
2458687.8124069446,0.999702537529924,0.002457355960844,1.360336422920227,2.254629318187361
2458687.812932639,0.9922669999470414,0.0024458937091425,1.3611730337142944,2.2584224402470485
2458687.813458449,0.9963358526779535,0.0024527201657464,1.362018585205078,2.2617317061342033
2458687.813985185,0.9971958165319196,0.0024536990042312,1.362871766090393,2.264561065627281
2458687.8145109955,1.0053327488033317,0.0024771717932228,1.363734006881714,2.266919857746526
2458687.8150381944,0.9954028603239586,0.0024429337368821,1.3646056652069092,2.268822434892622
2458687.8155633104,1.0021909221812857,0.0024872767239196,1.365485429763794,2.270287922536505
2458687.816089236,0.9965667664014404,0.0024621275868427,1.3663721084594729,2.271339466957333
2458687.8166150465,0.999348776773298,0.0024862460746557,1.3672692775726318,2.2720035100376417
2458687.8171422454,1.0020169461578228,0.002547101812577,1.3681756258010864,2.2723084298384424
2458687.817671644,0.9980027829555312,0.0025517345113882,1.3690906763076782,2.272283852510251
2458687.8181988425,0.9983602860050252,0.0025407247707596,1.3699954748153689,2.27195948305108
2458687.818713773,1.0030732710708448,0.0025537947978495,1.3709256649017334,2.271364090532709
2458687.819240509,0.9977790354857216,0.0025016817274046,1.3718626499176023,2.270524501589323
2458687.819764815,1.0026153592431644,0.0025153509708538,1.3728094100952148,2.2694649315864153
2458687.820292824,0.9966351508596796,0.0025072728170774,1.3737461566925049,2.268205843466228
2458687.820809144,1.004819881863638,0.0025191648309713,1.3747107982635498,2.2667635489225386
2458687.8213378475,1.0012208851536288,0.0024973949954913,1.3756890296936035,2.2651498845421862
2458687.821866551,1.0055072126732991,0.0025355027614477,1.3766725063323977,2.263372117852564
2458687.822391551,1.0030906822256818,0.0025511258614208,1.3776596784591677,2.2614330025901377
2458687.8229166665,1.0012805794171662,0.0025659045540196,1.378656268119812,2.259331239443652
2458687.8234423613,1.0020754367413989,0.0025821284764943,1.3796606063842771,2.2570618870039767
2458687.823968171,1.000292713991582,0.002552762172593,1.3806779384613037,2.254617160976428
2458687.824496875,1.0014945760237413,0.002610344000919,1.38168466091156,2.251987568677778
2458687.8250119216,0.9958287404589732,0.0025774348078638,1.3827170133590698,2.2491627988972036
2458687.825537616,0.9980988238246344,0.0026564515563343,1.383759379386902,2.2461327466327683
2458687.82606632,1.0006705670122054,0.0025742674866625,1.384811520576477,2.242888288893991
2458687.8265935187,0.9970856364955252,0.0026562067685805,1.3858754634857178,2.239422332526991
2458687.8271193285,1.001947437165434,0.0025961411697768,1.3869435787200928,2.2357307849230006
2458687.82764676,1.002737914643977,0.0026101135940468,1.3880207538604736,2.2318133577039885
2458687.828175232,1.001161045060644,0.0025866701370306,1.3890870809555054,2.2276739331057973
2458687.828691667,1.001062469589194,0.0025961411891971,1.3901896476745603,2.2233211788641563
2458687.829218866,1.0031943942319297,0.0025604371143857,1.3912910223007202,2.2187686883026765
2458687.829748264,1.003303038372116,0.002544551732385,1.3924120664596558,2.21403476666868
2458687.8302761577,0.9998298439549402,0.002536618378732,1.3935353755950928,2.209142233678239
2458687.830801273,0.995628591577248,0.0025479404066804,1.3946630954742432,2.204118107935929
2458687.8313262733,0.9980497108042112,0.00253299503364,1.3958048820495603,2.198992933814562
2458687.8318578703,0.998777251606514,0.002525038907883,1.396961688995361,2.1937998473267295
2458687.832384375,0.9978048184566672,0.0025321097841761,1.3981202840805054,2.188573882372017
2458687.832909375,1.0029463351690593,0.0025365385499951,1.3992844820022583,2.183350794376465
2458687.833434491,0.9997520633909762,0.0025286991220038,1.400457501411438,2.1781660040993205
2458687.833961806,1.0043848747612512,0.0025201094481379,1.401647448539734,2.1730535175276144
2458687.8344891206,1.0016613649804071,0.0025212640194644,1.4028196334838867,2.1680450030606075
2458687.835004051,1.0010012742092864,0.0024955216211678,1.4040189981460571,2.1631684779517912
2458687.835527662,1.0037158711683645,0.0025105438634471,1.4052311182022097,2.158447704689111
2458687.8360534725,0.9964560223325382,0.0025037680263698,1.4064489603042605,2.153901486302404
2458687.8365802085,1.0024791728496547,0.0025182080894608,1.4076865911483765,2.149543137150829
2458687.837106713,1.001028875057521,0.0025172870243849,1.408926010131836,2.1453800961178544
2458687.837634028,1.0002436654314866,0.002521142859971,1.4101792573928833,2.1414139040863143
2458687.8381597223,0.9977213634321146,0.0025338282006294,1.411440134048462,2.137640153606104
2458687.838686227,0.9992021141074654,0.0025398971776767,1.4127082824707031,2.134048794970592
2458687.839212616,0.9977310481722728,0.0025318594818105,1.413960099220276,2.1306244715233564
2458687.839726852,0.9955115958943702,0.0025193366320023,1.4152342081069946,2.127347287019708
2458687.8402475696,0.9972234508850868,0.0025287274725905,1.4165328741073608,2.124193486793092
2458687.8407784724,1.0028050174505818,0.0025618556999936,1.4178526401519775,2.121136345261597
2458687.8413050924,0.9987946444202116,0.0025383092413521,1.4191691875457764,2.118147207990196
2458687.841834375,1.0022339059719805,0.0025435323207013,1.4205012321472168,2.1151964782170767
2458687.842360069,1.0027509209736822,0.002563392686601,1.4218367338180542,2.1122545949759663
2458687.84288588,0.9978420137184416,0.0025303307552785,1.4231549501419067,2.1092928981266397
2458687.843403704,0.9936062819592336,0.0025225514321614,1.4245177507400513,2.1062842498181293
2458687.843931713,0.9942215070271078,0.0025407415930655,1.4258748292922974,2.1032041047437624
2458687.84445382,0.9945768469675624,0.0025292329044314,1.427253246307373,2.1000311239756115
2458687.8449818287,0.9992763603578472,0.0025550096777549,1.4286431074142456,2.0967476162660934
2458687.845511227,1.0005796826825517,0.0025650823088422,1.430044412612915,2.093339562627861
2458687.8460385418,1.0027553973730932,0.0026532499989386,1.4314539432525637,2.089796834572863
2458687.8465664354,0.9967925990010696,0.0025891256018034,1.4328736066818235,2.086113067641729
2458687.847092245,1.0047923032343369,0.0026092409928741,1.4342947006225586,2.0822854149599643
2458687.84761875,0.9967764842309746,0.0025640987079342,1.435731291770935,2.078314503755487
2458687.8481444446,0.9992090727124636,0.002577649816373,1.437174916267395,2.0742040750816537
2458687.8486717595,0.9993776410988056,0.0025605423641736,1.4386357069015503,2.0699603963099866
2458687.849197454,0.9974265520384068,0.0026033919868231,1.4400984048843384,2.065591852762566
2458687.849723264,0.9993229473130928,0.0025747933116157,1.4415695667266846,2.061108620074775
2458687.8502475694,1.0019789591531325,0.0026342565766308,1.443020582199097,2.0565218462097974
2458687.850762616,0.9966901394520572,0.0026901032289651,1.44451642036438,2.0518431857303288
2458687.851291898,1.0055561587997883,0.0026808209777327,1.4459996223449707,2.0470843860902064
2458687.851809028,1.000831500180958,0.002603401962103,1.4475212097167969,2.042256963700143
2458687.852334838,0.9993308225103632,0.0026054660784478,1.449046015739441,2.0373719338423557
2458687.852859954,0.9998494554717758,0.0026534653051719,1.450581669807434,2.0324394682490663
2458687.8533864585,0.9983920708970913,0.0026384135304648,1.4521303176879885,2.027468700135317
2458687.8539150464,1.0064371752810444,0.0026239445325543,1.453691840171814,2.0224676391115737
2458687.8544422453,0.9971207432385104,0.0026372405464886,1.455263614654541,2.017443287526331
2458687.854967708,1.0003923421304055,0.002633316053721,1.45684015750885,2.0124015842025846
2458687.855494792,0.994345563942437,0.002611279585474,1.4584366083145142,2.007347654905259
2458687.85602338,1.0047196943676695,0.0026288244759193,1.4600415229797363,2.0022860747726483
2458687.85655,1.0055460711913309,0.0026760527042813,1.4616541862487793,1.9972212834654681
2458687.8570765047,1.0035865951118854,0.0026700495373734,1.4632397890090942,1.9921580688157863
2458687.8575921296,1.0021244941809189,0.0027622726384527,1.4648758172988892,1.9871020690454781
2458687.8581194445,1.0053665842181818,0.0027660416039715,1.466521978378296,1.9820601993270581
2458687.858645139,0.9981146226507828,0.0026673899117566,1.4681761264801023,1.9770410911968386
2458687.8591731484,0.997187689138462,0.0026165002036153,1.4698448181152344,1.9720556154956137
2458687.859698148,1.0050691896163042,0.0026418383322966,1.4715197086334229,1.967117140768409
2458687.860226852,0.9997782529238785,0.0026151707329873,1.4732105731964111,1.9622416340086957
2458687.860752662,1.0006692772738504,0.0026793742024526,1.4749059677124023,1.9574476165468637
2458687.861277662,1.0022635771646744,0.0027191349846721,1.476613163948059,1.9527558239501417
2458687.861804167,1.0017651083472268,0.0027120709289945,1.4783339500427246,1.948188840566151
2458687.8623306714,0.9985732219948262,0.0026239821672667,1.4800617694854736,1.9437703064122422
2458687.8628586805,0.9977566301633156,0.0026303937126159,1.4818137884140017,1.939524475803344
2458687.863385185,1.0014532057336891,0.0027205056160887,1.483533263206482,1.9354750379467371
2458687.863900116,1.0082554271346316,0.002700624213337,1.4852958917617798,1.93164425130895
2458687.86442581,1.0033544652966628,0.0026341309928798,1.4870638847351074,1.9280519326925918
2458687.864950926,1.0069564895432814,0.0026762973585894,1.4888484477996826,1.9247142169525797
2458687.86547743,1.0025916815980715,0.0026486193140652,1.4906517267227173,1.9216427663287248
2458687.866003935,1.0130360183012268,0.0027358540615023,1.492461085319519,1.9188441790552457
2458687.866531134,1.002164880920125,0.0026268002978468,1.4942554235458374,1.9163197963678957
2458687.8670475697,1.0021162411319309,0.0026252985264918,1.4960885047912598,1.9140649882606167
2458687.8675733795,0.997174060659077,0.0026109287600657,1.4979301691055298,1.9120696153379013
2458687.868099306,1.0025207891627792,0.0026243073720393,1.4997851848602295,1.9103183984352314
2458687.8686266206,1.0023186693823365,0.0026553571224107,1.501661777496338,1.9087917783095447
2458687.8691552086,1.0048584572925805,0.0026554056814129,1.5035433769226074,1.9074667097727307
2458687.869680324,0.9969726223779032,0.0026362442782705,1.505435347557068,1.9063178287867832
2458687.8702061344,1.0029419806814226,0.0026343084116444,1.5073353052139282,1.9053183537345706
2458687.8707354167,1.005835038423302,0.0026720683317412,1.5092620849609375,1.904441351817777
2458687.871261227,1.0057023196511163,0.0027531003303242,1.511176586151123,1.9036606301302
2458687.8717834493,1.0029452058279864,0.002659437857743,1.513114333152771,1.902952541577509
2458687.872309954,1.0084327407869944,0.0026937382750263,1.515061378479004,1.9022969632439968
2458687.872834259,1.001484843841814,0.0026808908665908,1.5170226097106934,1.9016782185557077
2458687.873362963,1.000764347296453,0.0026990385262953,1.518984317779541,1.9010856436075902
2458687.873885764,1.004350211594335,0.0027129050011818,1.5209802389144895,1.900514345930105
2458687.87441088,0.9986959332268835,0.0027584000053311,1.52298104763031,1.8999656907841835
2458687.874940278,1.0059785757873498,0.0028059047808136,1.524999976158142,1.8994476469307784
2458687.8754667826,1.0039501597303289,0.0027590874218102,1.5270264148712158,1.8989749485954195
2458687.875993287,1.0115820648607097,0.0027940615435798,1.5290693044662476,1.8985690719212087
2458687.876519792,1.003072696049192,0.0028133869905086,1.5311174392700195,1.8982580053566385
2458687.8770457176,1.0018703276873,0.0027527310233498,1.5331815481185913,1.8980760499008513
2458687.877575116,1.002277456290451,0.0026962959327684,1.535264492034912,1.8980635602576965
2458687.8781016204,1.005789830835238,0.0027242312001518,1.5373557806015017,1.898266760309457
2458687.878629629,0.9996455218791068,0.002683488236101,1.539465308189392,1.8987362781838377
2458687.87915544,0.9963500568294368,0.0027562975188338,1.5415761470794678,1.8995266104855633
2458687.879681134,1.0028310846248594,0.002803202035483,1.5437017679214478,1.9006954515160328
2458687.880209259,1.0096193226376473,0.0028903792872807,1.5458430051803589,1.9023022815141646
2458687.880734375,1.0016166986132875,0.0028966052920304,1.5479552745819092,1.9044072353110262
2458687.8812532406,0.997938857204104,0.0028719220690339,1.5501281023025513,1.9070701969747337
2458687.881779051,0.9975023366747752,0.0027656980825245,1.5523027181625366,1.9103497394205713
2458687.882304167,1.012391256588406,0.0029694251188432,1.5544428825378418,1.9143014303864545
2458687.8828184027,1.0072348658987262,0.0027923353065527,1.556601881980896,1.9189774446732495
2458687.8833347224,1.0027778659038558,0.0027952861743183,1.558820724487305,1.9244254807593242
2458687.8838627315,1.005058367394046,0.0028289763256138,1.561055302619934,1.9306878643141563
2458687.8843921297,1.0051399905898888,0.0028285696160963,1.5633172988891602,1.937801238300817
2458687.884917824,0.9998166076374712,0.0027640040166714,1.5655750036239624,1.9457962648953147
2458687.885444676,1.0041967978570756,0.0027646493557924,1.5678442716598509,1.9546977557711145
2458687.8859704863,1.0023856434886873,0.0027613406786424,1.5701206922531128,1.964525151299233
2458687.886494792,1.0023185857827852,0.0027792204660808,1.5723659992218018,1.9752933622566873
2458687.8870105324,0.9952289025492116,0.0027742200920559,1.5746357440948486,1.9870125558271763
2458687.887526852,1.0024730271233786,0.0027797258859888,1.5769386291503906,1.9996895228684612
2458687.888049074,1.0056315210699698,0.0027605453543794,1.579276442527771,2.013328893559904
2458687.888572917,1.0061859062467802,0.0027797657761891,1.58162522315979,2.027933898235436
2458687.889098727,1.001854428176337,0.0027753405190243,1.5839393138885498,2.0435074438867353
2458687.8896121527,1.0033345324633052,0.0027934077201907,1.586315035820007,2.060052591222359
2458687.8901401623,1.0054557375848334,0.0028141051956851,1.5887138843536377,2.077573038764271
2458687.890666667,1.003239136485221,0.0027815718148437,1.5911251306533811,2.0960725194999306
2458687.8911924767,0.9971319223573648,0.0027643873796825,1.5934996604919434,2.1155557046577904
2458687.8917087964,1.0040833488828005,0.0028275016469716,1.5959335565567017,2.136027241713932
2458687.892233912,0.9983640133204286,0.0028222428194063,1.5983816385269165,2.157490795766599
2458687.892758912,0.9987346341498928,0.0028535120312424,1.6008403301239014,2.179948091187531
2458687.893284028,1.0042739709048745,0.0028901394074664,1.603312611579895,2.203397610992498
2458687.893809028,1.002709750360705,0.0028654921310104,1.605804443359375,2.2278330024804753
2458687.8943373845,1.0049562156169165,0.002926472767804,1.6083251237869265,2.25324154351826
2458687.8948645834,1.000595601106793,0.0028988741699947,1.6108096837997437,2.279602545233478
2458687.895382408,1.0060575141059669,0.0028922725680285,1.6133556365966797,2.3068861635255367
2458687.8959105327,1.0023626391547629,0.0029378866550582,1.6159130334854126,2.3350525311037043
2458687.896438426,1.0058777927645284,0.0029289183110839,1.6184909343719482,2.36405123099465
2458687.896964236,1.013178983866008,0.0029824714316432,1.6210813522338867,2.3938207839665804
2458687.897491435,1.0018038255281614,0.0029016038673638,1.6236212253570557,2.4242893496915032
2458687.898005672,1.0010143007345909,0.0029447246205684,1.626229166984558,2.455375621636621
2458687.8985314816,0.9965876503361916,0.0029538805124371,1.628857135772705,2.486990246286032
2458687.899060185,0.9972625827465432,0.0029350116922586,1.631513237953186,2.519037611625283
2458687.899585301,0.998997564297386,0.0028072674106002,1.6341137886047363,2.55141815418782
2458687.9001024305,0.9982109802218894,0.002871800467269,1.6367995738983154,2.584030510735017
2458687.900630324,1.0007721037765611,0.0028770331078988,1.639496922492981,2.6167739809502817
2458687.9011586807,0.9965724455737912,0.0028800958657556,1.642209768295288,2.649551508151993
2458687.901685301,0.9996051180257955,0.0028627465657547,1.6449400186538696,2.682271393196671
2458687.902211806,0.9979965351898163,0.0028720439528804,1.6476272344589231,2.714849156322005
2458687.9027289352,0.9958264594139996,0.0028537763380294,1.650383234024048,2.7472088403422665
2458687.903254745,0.99822736707378,0.0028475495702886,1.653150200843811,2.7792835817482335
2458687.903780556,0.9965491541672252,0.0029421220240033,1.6559360027313232,2.811016203455661
2458687.9043077547,0.9977709811673374,0.0029151632430227,1.658709168434143,2.842358543289111
2458687.9048277778,1.0021601871620889,0.002898464267617,1.6615227460861206,2.873270575183738
2458687.9053563657,1.0037042106331744,0.0031739292248639,1.6643220186233518,2.9037191100546877
2458687.905872801,1.0074083049344076,0.0030685406260186,1.6671658754348757,2.9336767303945552
2458687.906398611,1.003159046189716,0.0030721606450926,1.6700328588485718,2.9631192013337615
2458687.90692581,1.0039100039303914,0.0029598992940269,1.6729190349578855,2.9920238714801286
2458687.907453704,0.9992597599483816,0.0029444735195498,1.675768256187439,3.020368154442682
2458687.9079688657,1.004599362465274,0.003020352610183,1.6786332130432131,3.048128286464373
2458687.908485301,1.0014740595860152,0.0029606082985807,1.68150794506073,3.0752779255555613
2458687.909000926,0.99810397039363,0.0029609866633104,1.6844487190246582,3.1017872688101806
2458687.9095275463,0.9964020565639352,0.0029906263452209,1.687422513961792,3.1276225075745927
2458687.9100532406,1.0013602164799544,0.0029037707919079,1.6903454065322876,3.1527454970255393
2458687.910571065,0.9900386776620238,0.0028827388267428,1.6932939291000366,3.177113753590082
2458687.9110875,0.9921013694299976,0.0029047888593457,1.6962268352508545,3.200680677596068
2458687.9115988426,0.9993921379622748,0.0029069031124676,1.6992599964141846,3.223395862623689
2458687.912125347,0.9980013196501574,0.0029100058001502,1.7023249864578247,3.245204714324739
2458687.912652199,0.9994056912080088,0.0028727878543118,1.7053931951522827,3.2660490367971557
2458687.9131802083,0.9992241466147892,0.002897270570911,1.7084970474243164,3.285867309633674
2458687.913706713,0.9968874375374468,0.0029240493141281,1.7115354537963867,3.3045950443536802
2458687.9142216435,0.9995823481626792,0.0028948390751308,1.7145869731903076,3.3221639079104346
2458687.9147372684,0.9975339259696072,0.0029017202572201,1.7176779508590698,3.338502802629708
2458687.915253704,0.9924202394163952,0.0028862150032428,1.7208313941955566,3.353538160800883
2458687.915781597,0.9927581207052968,0.0028801961945781,1.7240146398544312,3.3671947502646824
2458687.9163096067,0.9877420174189844,0.002907012381287,1.727221965789795,3.3793964602564017
2458687.916835301,0.9971059158254382,0.0029177370785047,1.7304365634918213,3.3900678891787033
2458687.917362037,0.9866787754252572,0.0029225267825927,1.733670949935913,3.3991358574043127
2458687.917890741,0.9962038427654368,0.0029234740632088,1.7369295358657837,3.4065316027396437
2458687.9184157406,0.9975942413111488,0.0030143055842008,1.74018657207489,3.4121933182911546
2458687.9189400463,1.0017911123268388,0.002962358537934,1.7434080839157104,3.416068973350008
2458687.919455787,0.9946872546719704,0.0029138891158359,1.7467095851898191,3.4181190896398808
2458687.9199837963,0.9941874888701564,0.0029294332322977,1.7500169277191162,3.4183191353487645
2458687.9205052084,0.9969469107761764,0.0029537840423549,1.7533570528030396,3.4166619062894523
2458687.9210302085,0.9941890436574464,0.0029421258565351,1.756723403930664,3.41316050680584
2458687.9215568285,0.9837662408365508,0.0029087439501188,1.7600995302200315,3.4078494090220555
2458687.922084722,0.9933370650635482,0.0029432516690258,1.763507604598999,3.400784774679859
2458687.922613426,0.9986114472365564,0.0029569999406639,1.7669495344161987,3.3920452980093168
2458687.9231391205,0.99671325348034,0.0029578663422123,1.7703182697296145,3.3817310449157048
2458687.9236533567,0.9933860820282602,0.0029555840840499,1.7737749814987185,3.3699615537148753
2458687.9241798613,1.0002308825718058,0.0030331559214431,1.7772514820098877,3.356873638612585
2458687.9247065973,0.9960262322566154,0.0030157266124012,1.780761480331421,3.3426190560704967
2458687.925233102,0.9948417376160128,0.0029982053843386,1.784278392791748,3.3273600089517683
2458687.925758102,0.9988813962440184,0.0030032079706022,1.7878189086914062,3.3112657558203287
2458687.92628912,0.9968084146662838,0.0029835303041644,1.7914071083068848,3.2945089196481057
2458687.9268158567,0.9953737440426006,0.003064517768394,1.7949872016906738,3.277261688884684
2458687.927345255,0.9935301845483844,0.0030537594015269,1.7986130714416504,3.2596925516659168
2458687.927870486,0.9928452065905132,0.0029952743894901,1.8022422790527344,3.2419632182498046
2458687.928396759,0.9915398668360638,0.0030128131631302,1.805880069732666,3.2242262316344066
2458687.928921875,0.995505918673544,0.0030453803324697,1.8095388412475584,3.2066225741576826
2458687.929451968,0.9927834097639822,0.0030082156818308,1.813171625137329,3.1892821890362972
2458687.9299675925,0.996107416218303,0.0030441842940542,1.816883563995361,3.1723230545014824
2458687.9304927085,0.9959139633866312,0.0030240175389285,1.820607304573059,3.1558517800704355
2458687.9310207176,0.998535078212391,0.0030711691099792,1.8243695497512813,3.1399634860374963
2458687.931548264,0.9972843212996314,0.0030297492248128,1.828153371810913,3.1247433880986133
2458687.932074074,1.0049025497520687,0.0030698392298782,1.83185613155365,3.1102684071721556
2458687.9325890047,0.9952807405192472,0.0030935746912756,1.8356750011444087,3.096608602887078
2458687.9331168984,1.000936413177605,0.0030858919165267,1.8395206928253167,3.0838285443505944
2458687.933642014,0.9935847532346176,0.0031551702163139,1.8433716297149656,3.071988019926493
2458687.934167014,1.0018593199989414,0.0031455701223842,1.847252607345581,3.061143268865878
2458687.9346935186,0.993295629783116,0.0031990127754986,1.851150751113892,3.051347441914494
2458687.93521794,0.9937763881271224,0.003168378810116,1.854986310005188,3.0426504956035605
2458687.9357335647,0.9938106285575018,0.0032109295096787,1.8588550090789795,3.0350985531475376
2458687.936250116,0.9968497180177276,0.0032742417601865,1.8628406524658203,3.0287337608001574
2458687.9367766203,1.0006355423228976,0.0033019470483253,1.8668369054794312,3.023593534360438
2458687.937303125,0.9954948690098848,0.0033078163316878,1.8708467483520508,3.0197093558183647
2458687.937828935,1.0023568526034006,0.003330088652305,1.8748879432678225,3.0171058662016184
2458687.93835544,0.9944070974781816,0.0033550803311105,1.8789525032043457,3.0157999099023862
