,phoenix_flux
0.5,39204766.47310611
0.5001,44787432.08105299
0.5002,50370097.68899987
0.5003,55952763.29694675
0.5004,61535428.90489362
0.5005,67118094.51284051
0.5005999999999999,72700760.12078738
0.5006999999999999,74748013.29146202
0.5007999999999999,75081071.88866812
0.5008999999999999,75414130.48587422
0.5009999999999999,75747189.08308032
0.5010999999999999,76080247.68028641
0.5011999999999999,76413306.27749251
0.5012999999999999,76746364.87469861
0.5013999999999998,68912718.11768411
0.5014999999999998,60248512.154887475
0.5015999999999998,51584306.19209084
0.5016999999999998,42920100.22929421
0.5017999999999998,34255894.266497575
0.5018999999999998,25591688.303700946
0.5019999999999998,19336235.853783593
0.5020999999999998,28814428.640499987
0.5021999999999998,38292621.42721638
0.5022999999999997,47770814.21393277
0.5023999999999997,57249007.00064917
0.5024999999999997,66727199.78736556
0.5025999999999997,76205392.57408196
0.5026999999999997,82379180.36725797
0.5027999999999997,82380884.33968844
0.5028999999999997,82382588.31211889
0.5029999999999997,82384292.28454936
0.5030999999999997,82385996.25697982
0.5031999999999996,82387700.22941029
0.5032999999999996,82389404.20184074
0.5033999999999996,82408447.86881173
0.5034999999999996,82441369.07916154
0.5035999999999996,82474290.28951135
0.5036999999999996,82507211.49986117
0.5037999999999996,82540132.71021098
0.5038999999999996,82573053.92056079
0.5039999999999996,82605975.1309106
0.5040999999999995,83017818.63042745
0.5041999999999995,83553937.08652104
0.5042999999999995,84090055.54261464
0.5043999999999995,84626173.99870823
0.5044999999999995,85162292.45480181
0.5045999999999995,85698410.9108954
0.5046999999999995,86234529.366989
0.5047999999999995,86065816.79783323
0.5048999999999995,85853240.46383747
0.5049999999999994,85640664.12984172
0.5050999999999994,85428087.79584596
0.5051999999999994,85215511.46185018
0.5052999999999994,85002935.12785442
0.5053999999999994,84813557.48638593
0.5054999999999994,84793355.85321249
0.5055999999999994,84773154.22003905
0.5056999999999994,84752952.58686562
0.5057999999999994,84732750.95369218
0.5058999999999994,84712549.32051875
0.5059999999999993,84692347.68734531
0.5060999999999993,84631521.7585049
0.5061999999999993,84471502.18252377
0.5062999999999993,84311482.60654263
0.5063999999999993,84151463.03056149
0.5064999999999993,83991443.45458037
0.5065999999999993,83831423.87859923
0.5066999999999993,83671404.3026181
0.5067999999999993,83492300.90813047
0.5068999999999992,83289993.24052134
0.5069999999999992,83087685.57291223
0.5070999999999992,82885377.9053031
0.5071999999999992,82683070.23769398
0.5072999999999992,82480762.57008485
0.5073999999999992,82278454.90247573
0.5074999999999992,79610482.71123686
0.5075999999999992,75317605.47772014
0.5076999999999992,71024728.24420342
0.5077999999999991,66731851.01068669
0.5078999999999991,62438973.77716996
0.5079999999999991,58146096.543653235
0.5080999999999991,53853219.31013651
0.5081999999999991,56144519.40420057
0.5082999999999991,60689469.934934825
0.5083999999999991,65234420.46566908
0.5084999999999991,69779370.99640334
0.508599999999999,74324321.52713759
0.508699999999999,78869272.05787185
0.508799999999999,83414222.5886061
0.508899999999999,83835775.77009812
0.508999999999999,83684176.56213848
0.509099999999999,83532577.35417883
0.509199999999999,83380978.1462192
0.509299999999999,83229378.93825956
0.509399999999999,83077779.73029992
0.509499999999999,82924686.02115753
0.5095999999999989,81865272.65416001
0.5096999999999989,80805859.28716248
0.5097999999999989,79746445.92016497
0.5098999999999989,78687032.55316745
0.5099999999999989,77627619.18616992
0.5100999999999989,76568205.8191724
0.5101999999999989,74933241.84708755
0.5102999999999989,68913744.63835669
0.5103999999999989,62894247.42962584
0.5104999999999988,56874750.22089498
0.5105999999999988,50855253.01216413
0.5106999999999988,44835755.80343327
0.5107999999999988,38816258.594702415
0.5108999999999988,35720339.553426
0.5109999999999988,42922454.98863943
0.5110999999999988,50124570.42385286
0.5111999999999988,57326685.85906629
0.5112999999999988,64528801.294279724
0.5113999999999987,71730916.72949316
0.5114999999999987,78933032.16470659
0.5115999999999987,83833932.71008128
0.5116999999999987,83774123.2833043
0.5117999999999987,83714313.85652734
0.5118999999999987,83654504.42975037
0.5119999999999987,83594695.0029734
0.5120999999999987,83534885.57619643
0.5121999999999987,83475076.14941946
0.5122999999999986,82922653.94840072
0.5123999999999986,81641461.12743555
0.5124999999999986,80360268.30647036
0.5125999999999986,79079075.4855052
0.5126999999999986,77797882.66454001
0.5127999999999986,76516689.84357484
0.5128999999999986,75235497.02260965
0.5129999999999986,74949782.89050806
0.5130999999999986,75740707.25560284
0.5131999999999985,76531631.6206976
0.5132999999999985,77322555.98579237
0.5133999999999985,78113480.35088715
0.5134999999999985,78904404.71598192
0.5135999999999985,79695329.08107668
0.5136999999999985,80111298.02233401
0.5137999999999985,80218187.98382914
0.5138999999999985,80325077.94532427
0.5139999999999985,80431967.9068194
0.5140999999999984,80538857.86831453
0.5141999999999984,80645747.82980967
0.5142999999999984,80752637.7913048
0.5143999999999984,80604132.35144192
0.5144999999999984,80289939.7501885
0.5145999999999984,79975747.14893508
0.5146999999999984,79661554.54768166
0.5147999999999984,79347361.94642824
0.5148999999999984,79033169.34517482
0.5149999999999983,78718976.74392141
0.5150999999999983,76121422.15623093
0.5151999999999983,72323881.34578052
0.5152999999999983,68526340.53533012
0.5153999999999983,64728799.72487972
0.5154999999999983,60931258.91442932
0.5155999999999983,57133718.10397892
0.5156999999999983,53336177.29352852
0.5157999999999983,54982059.93813977
0.5158999999999982,59015647.712616175
0.5159999999999982,63049235.487092584
0.5160999999999982,67082823.26156899
0.5161999999999982,71116411.0360454
0.5162999999999982,75149998.81052181
0.5163999999999982,79183586.58499822
0.5164999999999982,79989522.4704324
0.5165999999999982,79572938.87546429
0.5166999999999982,79156355.2804962
0.5167999999999981,78739771.6855281
0.5168999999999981,78323188.09055999
0.5169999999999981,77906604.4955919
0.5170999999999981,77490020.90062378
0.5171999999999981,76926403.31729949
0.5172999999999981,76312737.52046643
0.5173999999999981,75699071.72363336
0.5174999999999981,75085405.92680031
0.5175999999999981,74471740.12996724
0.517699999999998,73858074.33313417
0.517799999999998,73244408.53630112
0.517899999999998,68633551.73389493
0.517999999999998,62742293.38428312
0.518099999999998,56851035.03467132
0.518199999999998,50959776.68505952
0.518299999999998,45068518.335447714
0.518399999999998,39177259.98583591
0.518499999999998,33286001.636224106
0.518599999999998,37018477.658043325
0.5186999999999979,43802047.76936508
0.5187999999999979,50585617.880686834
0.5188999999999979,57369187.9920086
0.5189999999999979,64152758.10333035
0.5190999999999979,70936328.21465212
0.5191999999999979,77719898.32597387
0.5192999999999979,77093390.07543647
0.5193999999999979,74019355.6503878
0.5194999999999979,70945321.22533911
0.5195999999999978,67871286.80029045
0.5196999999999978,64797252.37524177
0.5197999999999978,61723217.95019309
0.5198999999999978,58649183.52514441
0.5199999999999978,60380793.020605415
0.5200999999999978,63847949.6326873
0.5201999999999978,67315106.24476919
0.5202999999999978,70782262.85685107
0.5203999999999978,74249419.46893294
0.5204999999999977,77716576.08101483
0.5205999999999977,81183732.69309671
0.5206999999999977,81069318.5686634
0.5207999999999977,79478854.36814922
0.5208999999999977,77888390.16763504
0.5209999999999977,76297925.96712086
0.5210999999999977,74707461.76660666
0.5211999999999977,73116997.56609248
0.5212999999999977,71526533.3655783
0.5213999999999976,72120981.7173829
0.5214999999999976,73781215.4329114
0.5215999999999976,75441449.1484399
0.5216999999999976,77101682.8639684
0.5217999999999976,78761916.5794969
0.5218999999999976,80422150.29502541
0.5219999999999976,82082384.01055391
0.5220999999999976,82650633.76897025
0.5221999999999976,82568184.62855
0.5222999999999975,82485735.48812973
0.5223999999999975,82403286.34770948
0.5224999999999975,82320837.20728922
0.5225999999999975,82238388.06686896
0.5226999999999975,82155938.9264487
0.5227999999999975,78341261.09149595
0.5228999999999975,71728954.49843082
0.5229999999999975,65116647.905365676
0.5230999999999975,58504341.31230053
0.5231999999999974,51892034.71923539
0.5232999999999974,45279728.126170255
0.5233999999999974,38667421.53310512
0.5234999999999974,38598854.21345732
0.5235999999999974,44893794.12826748
0.5236999999999974,51188734.04307764
0.5237999999999974,57483673.9578878
0.5238999999999974,63778613.872697964
0.5239999999999974,70073553.78750813
0.5240999999999973,76368493.70231828
0.5241999999999973,79921770.2341318
0.5242999999999973,79882768.74609953
0.5243999999999973,79843767.25806727
0.5244999999999973,79804765.770035
0.5245999999999973,79765764.28200273
0.5246999999999973,79726762.79397047
0.5247999999999973,79687761.3059382
0.5248999999999973,79805777.80647305
0.5249999999999972,80216474.29696108
0.5250999999999972,80627170.78744912
0.5251999999999972,81037867.27793714
0.5252999999999972,81448563.76842518
0.5253999999999972,81859260.25891322
0.5254999999999972,82269956.74940124
0.5255999999999972,82525431.82314388
0.5256999999999972,82329558.98998626
0.5257999999999972,82133686.15682863
0.5258999999999971,81937813.32367098
0.5259999999999971,81741940.49051335
0.5260999999999971,81546067.65735573
0.5261999999999971,81350194.8241981
0.5262999999999971,80179998.71626347
0.5263999999999971,73618151.69293651
0.5264999999999971,67056304.669609554
0.5265999999999971,60494457.6462826
0.5266999999999971,53932610.622955635
0.526799999999997,47370763.59962869
0.526899999999997,40808916.57630172
0.526999999999997,34585920.437533595
0.527099999999997,36369376.45127401
0.527199999999997,38152832.46501441
0.527299999999997,39936288.47875482
0.527399999999997,41719744.492495224
0.527499999999997,43503200.50623563
0.527599999999997,45286656.519976035
0.527699999999997,47070112.53371644
0.5277999999999969,51700206.0894954
0.5278999999999969,56582738.742820434
0.5279999999999969,61465271.39614546
0.5280999999999969,66347804.0494705
0.5281999999999969,71230336.70279554
0.5282999999999969,76112869.35612056
0.5283999999999969,80995402.00944561
