,phoenix_flux
0.5,6827077.3211377
0.5001,7595820.284909735
0.5002,8364563.248681771
0.5003,9133306.212453807
0.5004,9902049.176225841
0.5005,10670792.139997877
0.5005999999999999,11439535.103769913
0.5006999999999999,11082967.135770123
0.5007999999999999,10180776.294361986
0.5008999999999999,9278585.45295385
0.5009999999999999,8376394.611545714
0.5010999999999999,7474203.770137578
0.5011999999999999,6572012.928729441
0.5012999999999999,5669822.087321305
0.5013999999999998,5689178.353461145
0.5014999999999998,5802256.555257733
0.5015999999999998,5915334.75705432
0.5016999999999998,6028412.958850906
0.5017999999999998,6141491.160647494
0.5018999999999998,6254569.36244408
0.5019999999999998,6555801.955641289
0.5020999999999998,8086033.04460965
0.5021999999999998,9616264.13357801
0.5022999999999997,11146495.222546373
0.5023999999999997,12676726.311514731
0.5024999999999997,14206957.400483094
0.5025999999999997,15737188.489451455
0.5026999999999997,16773552.56440591
0.5027999999999997,16887454.467576373
0.5028999999999997,17001356.370746836
0.5029999999999997,17115258.2739173
0.5030999999999997,17229160.17708776
0.5031999999999996,17343062.080258224
0.5032999999999996,17456963.983428683
0.5033999999999996,17364431.87148892
0.5034999999999996,17106683.642686993
0.5035999999999996,16848935.41388507
0.5036999999999996,16591187.18508314
0.5037999999999996,16333438.956281213
0.5038999999999996,16075690.727479286
0.5039999999999996,15817942.49867736
0.5040999999999995,16363572.834812542
0.5041999999999995,17172686.84326406
0.5042999999999995,17981800.85171558
0.5043999999999995,18790914.860167097
0.5044999999999995,19600028.868618615
0.5045999999999995,20409142.877070133
0.5046999999999995,21218256.88552165
0.5047999999999995,20500062.537992623
0.5048999999999995,19686819.175643075
0.5049999999999994,18873575.813293524
0.5050999999999994,18060332.450943977
0.5051999999999994,17247089.088594425
0.5052999999999994,16433845.726244878
0.5053999999999994,15729571.457022026
0.5054999999999994,15819952.152989116
0.5055999999999994,15910332.848956205
0.5056999999999994,16000713.544923292
0.5057999999999994,16091094.240890382
0.5058999999999994,16181474.936857471
0.5059999999999993,16271855.632824559
0.5060999999999993,16022553.178952688
0.5061999999999993,14943835.47118961
0.5062999999999993,13865117.763426531
0.5063999999999993,12786400.055663452
0.5064999999999993,11707682.347900372
0.5065999999999993,10628964.640137292
0.5066999999999993,9550246.932374215
0.5067999999999993,8641263.515910475
0.5068999999999992,7938662.320701474
0.5069999999999992,7236061.125492474
0.5070999999999992,6533459.930283474
0.5071999999999992,5830858.7350744745
0.5072999999999992,5128257.539865475
0.5073999999999992,4425656.344656475
0.5074999999999992,3987800.527587231
0.5075999999999992,3724415.3636568664
0.5076999999999992,3461030.199726502
0.5077999999999991,3197645.0357961375
0.5078999999999991,2934259.871865773
0.5079999999999991,2670874.7079354087
0.5080999999999991,2407489.5440050443
0.5081999999999991,2865766.730687905
0.5082999999999991,3571056.503859761
0.5083999999999991,4276346.277031617
0.5084999999999991,4981636.050203473
0.508599999999999,5686925.823375329
0.508699999999999,6392215.596547185
0.508799999999999,7097505.3697190415
0.508899999999999,7923608.274253046
0.508999999999999,8766504.208672972
0.509099999999999,9609400.143092899
0.509199999999999,10452296.077512825
0.509299999999999,11295192.011932753
0.509399999999999,12138087.94635268
0.509499999999999,12979738.49461493
0.5095999999999989,13066141.76080602
0.5096999999999989,13152545.02699711
0.5097999999999989,13238948.293188198
0.5098999999999989,13325351.559379287
0.5099999999999989,13411754.825570377
0.5100999999999989,13498158.091761466
0.5101999999999989,13374928.33234716
0.5102999999999989,11654718.289807169
0.5103999999999989,9934508.247267177
0.5104999999999988,8214298.204727186
0.5105999999999988,6494088.162187194
0.5106999999999988,4773878.119647203
0.5107999999999988,3053668.0771072116
0.5108999999999988,2184786.350545381
0.5109999999999988,4314630.105775125
0.5110999999999988,6444473.861004869
0.5111999999999988,8574317.616234614
0.5112999999999988,10704161.371464357
0.5113999999999987,12834005.126694102
0.5114999999999987,14963848.881923845
0.5115999999999987,16434145.833476348
0.5116999999999987,16482663.17611465
