,phoenix_flux
0.5,2939.5306727958678
0.5001,2665.9685759432296
0.5002,2392.4064790905913
0.5003,2118.844382237953
0.5004,1845.282285385315
0.5005,1571.7201885326767
0.5005999999999999,1298.1580916800385
0.5006999999999999,1205.3082326270662
0.5007999999999999,1200.0792503152963
0.5008999999999999,1194.8502680035265
0.5009999999999999,1189.6212856917564
0.5010999999999999,1184.3923033799865
0.5011999999999999,1179.1633210682164
0.5012999999999999,1173.9343387564466
0.5013999999999998,1299.859990666293
0.5014999999999998,1439.1241535311665
0.5015999999999998,1578.3883163960404
0.5016999999999998,1717.652479260914
0.5017999999999998,1856.9166421257878
0.5018999999999998,1996.1808049906615
0.5019999999999998,2195.5466116274397
0.5020999999999998,2787.4880538324037
0.5021999999999998,3379.429496037368
0.5022999999999997,3971.370938242332
0.5023999999999997,4563.312380447296
0.5024999999999997,5155.253822652261
0.5025999999999997,5747.195264857224
0.5026999999999997,5904.13222699531
0.5027999999999997,5248.552527700805
0.5028999999999997,4592.972828406299
0.5029999999999997,3937.393129111794
0.5030999999999997,3281.813429817289
0.5031999999999996,2626.233730522784
0.5032999999999996,1970.6540312282787
0.5033999999999996,1840.8395252465548
0.5034999999999996,2131.812666949925
0.5035999999999996,2422.785808653295
0.5036999999999996,2713.7589503566655
0.5037999999999996,3004.732092060036
0.5038999999999996,3295.705233763406
0.5039999999999996,3586.6783754667763
0.5040999999999995,3531.235412084735
0.5041999999999995,3362.1785293114394
0.5042999999999995,3193.121646538144
0.5043999999999995,3024.0647637648485
0.5044999999999995,2855.007880991553
0.5045999999999995,2685.9509982182576
0.5046999999999995,2516.894115444962
0.5047999999999995,2930.5896959030565
0.5048999999999995,3380.5517233412147
0.5049999999999994,3830.5137507793734
0.5050999999999994,4280.475778217531
0.5051999999999994,4730.43780565569
0.5052999999999994,5180.399833093848
0.5053999999999994,5592.626678939825
0.5054999999999994,5729.670456319725
0.5055999999999994,5866.714233699627
0.5056999999999994,6003.758011079527
0.5057999999999994,6140.801788459427
0.5058999999999994,6277.845565839328
0.5059999999999993,6414.889343219229
0.5060999999999993,6593.255076786319
0.5061999999999993,6872.517957587612
0.5062999999999993,7151.780838388905
0.5063999999999993,7431.043719190198
0.5064999999999993,7710.306599991492
0.5065999999999993,7989.569480792785
0.5066999999999993,8268.832361594079
0.5067999999999993,8955.464587851318
0.5068999999999992,10137.422712857086
0.5069999999999992,11319.380837862853
0.5070999999999992,12501.338962868618
0.5071999999999992,13683.297087874384
0.5072999999999992,14865.25521288015
0.5073999999999992,16047.213337885918
0.5074999999999992,15256.999887810383
0.5075999999999992,13167.099677482025
0.5076999999999992,11077.199467153667
0.5077999999999991,8987.299256825308
0.5078999999999991,6897.39904649695
0.5079999999999991,4807.498836168592
0.5080999999999991,2717.5986258402336
0.5081999999999991,2814.571397027163
0.5082999999999991,3660.0731042573516
0.5083999999999991,4505.57481148754
0.5084999999999991,5351.076518717728
0.508599999999999,6196.5782259479165
0.508699999999999,7042.079933178104
0.508799999999999,7887.5816404082925
0.508899999999999,8960.869660020595
0.508999999999999,10065.81998577717
0.509099999999999,11170.770311533746
0.509199999999999,12275.720637290324
0.509299999999999,13380.670963046898
0.509399999999999,14485.621288803475
0.509499999999999,15588.556100403963
0.5095999999999989,15469.210112605802
0.5096999999999989,15349.864124807642
0.5097999999999989,15230.518137009482
0.5098999999999989,15111.172149211321
0.5099999999999989,14991.82616141316
0.5100999999999989,14872.480173615
0.5101999999999989,14572.55340684169
0.5102999999999989,12896.965802745754
0.5103999999999989,11221.378198649818
0.5104999999999988,9545.79059455388
0.5105999999999988,7870.202990457946
0.5106999999999988,6194.615386362009
0.5107999999999988,4519.027782266074
0.5108999999999988,4014.834294177955
0.5109999999999988,7636.768551362045
0.5110999999999988,11258.702808546135
0.5111999999999988,14880.637065730225
0.5112999999999988,18502.571322914315
0.5113999999999987,22124.505580098405
0.5114999999999987,25746.439837282494
0.5115999999999987,27580.308712508813
0.5116999999999987,25559.659780509097
0.5117999999999987,23539.01084850938
0.5118999999999987,21518.361916509664
